group_index,group_id,size,first_index,minimum_length,maximum_length,negative_n,positive_n
89,SW60C80_00089,1,91,9,9,0,1
90,SW60C80_00090,5,92,3,3,5,0
91,SW60C80_00091,1,93,5,5,0,1
92,SW60C80_00092,1,94,9,9,1,0
93,SW60C80_00093,1,96,5,5,0,1
94,SW60C80_00094,5,97,3,3,1,4
95,SW60C80_00095,2,98,4,5,0,2
96,SW60C80_00096,1,99,4,4,0,1
97,SW60C80_00097,20,100,3,3,6,14
98,SW60C80_00098,1,101,5,5,0,1
99,SW60C80_00099,1,102,11,11,0,1
100,SW60C80_00100,3,105,4,5,2,1
101,SW60C80_00101,1,106,6,6,0,1
102,SW60C80_00102,1,107,2,2,0,1
103,SW60C80_00103,2,108,3,3,1,1
104,SW60C80_00104,1,109,11,11,0,1
105,SW60C80_00105,1,110,9,9,1,0
106,SW60C80_00106,1,111,5,5,1,0
107,SW60C80_00107,10,112,4,6,0,10
108,SW60C80_00108,1,113,5,5,0,1
109,SW60C80_00109,1,114,3,3,1,0
110,SW60C80_00110,4,115,3,3,4,0
111,SW60C80_00111,3,116,4,6,0,3
112,SW60C80_00112,3,117,5,5,1,2
113,SW60C80_00113,3,118,3,3,3,0
114,SW60C80_00114,3,119,3,3,3,0
115,SW60C80_00115,1,121,5,5,1,0
116,SW60C80_00116,1,122,6,6,1,0
117,SW60C80_00117,3,123,3,3,3,0
118,SW60C80_00118,1,125,7,7,1,0
119,SW60C80_00119,2,126,4,4,0,2
120,SW60C80_00120,1,127,6,6,0,1
121,SW60C80_00121,1,129,4,4,1,0
122,SW60C80_00122,1,130,10,10,1,0
123,SW60C80_00123,1,132,4,4,1,0
124,SW60C80_00124,1,133,2,2,0,1
125,SW60C80_00125,1,134,22,22,0,1
126,SW60C80_00126,1,135,4,4,1,0
127,SW60C80_00127,3,136,5,6,0,3
128,SW60C80_00128,1,137,26,26,0,1
129,SW60C80_00129,4,138,14,14,0,4
130,SW60C80_00130,1,139,10,10,1,0
131,SW60C80_00131,1,140,11,11,1,0
132,SW60C80_00132,1,141,13,13,1,0
133,SW60C80_00133,1,142,3,3,1,0
134,SW60C80_00134,1,144,3,3,0,1
135,SW60C80_00135,1,145,3,3,1,0
136,SW60C80_00136,4,146,4,6,0,4
137,SW60C80_00137,1,147,10,10,0,1
138,SW60C80_00138,1,148,13,13,0,1
139,SW60C80_00139,1,149,11,11,1,0
140,SW60C80_00140,1,150,8,8,1,0
141,SW60C80_00141,2,151,4,5,0,2
142,SW60C80_00142,5,152,3,3,1,4
143,SW60C80_00143,1,153,6,6,1,0
144,SW60C80_00144,1,154,14,14,0,1
145,SW60C80_00145,1,155,10,10,0,1
146,SW60C80_00146,1,157,16,16,1,0
147,SW60C80_00147,1,158,6,6,1,0
148,SW60C80_00148,1,159,10,10,0,1
149,SW60C80_00149,1,160,12,12,1,0
150,SW60C80_00150,8,161,3,3,8,0
151,SW60C80_00151,3,163,4,5,3,0
152,SW60C80_00152,13,164,3,3,11,2
153,SW60C80_00153,1,165,8,8,1,0
154,SW60C80_00154,1,166,13,13,0,1
155,SW60C80_00155,1,167,6,6,1,0
156,SW60C80_00156,1,168,10,10,1,0
157,SW60C80_00157,1,169,5,5,1,0
158,SW60C80_00158,1,170,3,3,0,1
159,SW60C80_00159,2,171,7,7,0,2
160,SW60C80_00160,1,172,7,7,1,0
161,SW60C80_00161,1,173,5,5,0,1
162,SW60C80_00162,1,174,6,6,0,1
163,SW60C80_00163,1,175,6,6,0,1
164,SW60C80_00164,1,176,6,6,0,1
165,SW60C80_00165,1,177,11,11,1,0
166,SW60C80_00166,1,178,1,1,0,1
167,SW60C80_00167,1,179,8,8,1,0
168,SW60C80_00168,1,180,8,8,1,0
169,SW60C80_00169,1,181,17,17,1,0
170,SW60C80_00170,3,182,3,3,3,0
171,SW60C80_00171,1,183,6,6,1,0
172,SW60C80_00172,2,184,3,3,0,2
173,SW60C80_00173,3,185,3,3,2,1
174,SW60C80_00174,1,186,8,8,0,1
175,SW60C80_00175,1,188,2,2,1,0
176,SW60C80_00176,1,189,23,23,0,1
177,SW60C80_00177,4,190,3,3,0,4
178,SW60C80_00178,3,191,4,5,0,3
179,SW60C80_00179,1,192,14,14,1,0
180,SW60C80_00180,1,193,11,11,1,0
181,SW60C80_00181,2,194,3,3,2,0
182,SW60C80_00182,1,195,8,8,1,0
183,SW60C80_00183,1,196,3,3,0,1
184,SW60C80_00184,1,197,4,4,0,1
185,SW60C80_00185,2,199,3,3,1,1
186,SW60C80_00186,1,201,8,8,0,1
187,SW60C80_00187,1,202,6,6,0,1
188,SW60C80_00188,1,203,12,12,0,1
189,SW60C80_00189,5,204,3,3,0,5
190,SW60C80_00190,1,205,13,13,0,1
191,SW60C80_00191,1,206,14,14,1,0
192,SW60C80_00192,4,208,6,6,2,2
193,SW60C80_00193,1,209,2,2,0,1
194,SW60C80_00194,14,211,3,3,1,13
195,SW60C80_00195,1,212,9,9,1,0
196,SW60C80_00196,1,213,31,31,0,1
197,SW60C80_00197,6,214,3,3,6,0
198,SW60C80_00198,3,215,3,3,3,0
199,SW60C80_00199,2,216,3,3,2,0
200,SW60C80_00200,1,219,3,3,0,1
201,SW60C80_00201,2,220,3,3,1,1
202,SW60C80_00202,1,221,12,12,1,0
203,SW60C80_00203,1,222,7,7,1,0
204,SW60C80_00204,1,223,8,8,1,0
205,SW60C80_00205,1,224,3,3,0,1
206,SW60C80_00206,1,225,12,12,1,0
207,SW60C80_00207,1,226,5,5,0,1
208,SW60C80_00208,1,227,4,4,0,1
209,SW60C80_00209,10,228,3,3,4,6
210,SW60C80_00210,1,229,3,3,0,1
211,SW60C80_00211,1,230,16,16,1,0
212,SW60C80_00212,1,231,5,5,0,1
213,SW60C80_00213,1,232,5,5,1,0
214,SW60C80_00214,1,233,3,3,0,1
215,SW60C80_00215,1,234,17,17,1,0
216,SW60C80_00216,1,235,5,5,1,0
217,SW60C80_00217,7,236,3,3,5,2
218,SW60C80_00218,2,237,3,3,1,1
219,SW60C80_00219,1,238,3,3,0,1
220,SW60C80_00220,1,239,16,16,0,1
221,SW60C80_00221,1,240,15,15,0,1
222,SW60C80_00222,2,241,4,5,2,0
223,SW60C80_00223,1,242,10,10,0,1
224,SW60C80_00224,1,243,9,9,0,1
225,SW60C80_00225,1,244,13,13,1,0
226,SW60C80_00226,1,245,10,10,0,1
227,SW60C80_00227,2,246,6,6,0,2
228,SW60C80_00228,2,248,12,14,0,2
229,SW60C80_00229,1,249,10,10,1,0
230,SW60C80_00230,1,250,11,11,0,1
231,SW60C80_00231,1,251,13,13,0,1
232,SW60C80_00232,2,253,6,6,0,2
233,SW60C80_00233,1,254,9,9,0,1
234,SW60C80_00234,1,255,9,9,1,0
235,SW60C80_00235,2,256,31,31,0,2
236,SW60C80_00236,4,257,4,7,0,4
237,SW60C80_00237,2,259,3,3,1,1
238,SW60C80_00238,1,262,5,5,1,0
239,SW60C80_00239,1,263,4,4,0,1
240,SW60C80_00240,1,264,6,6,1,0
241,SW60C80_00241,1,265,15,15,0,1
242,SW60C80_00242,1,267,11,11,0,1
243,SW60C80_00243,1,268,9,9,1,0
244,SW60C80_00244,1,269,11,11,1,0
245,SW60C80_00245,2,270,3,3,2,0
246,SW60C80_00246,2,271,5,6,0,2
247,SW60C80_00247,2,272,3,3,2,0
248,SW60C80_00248,1,274,12,12,0,1
249,SW60C80_00249,1,275,12,12,0,1
250,SW60C80_00250,1,276,3,3,0,1
251,SW60C80_00251,1,277,14,14,1,0
252,SW60C80_00252,1,278,20,20,1,0
253,SW60C80_00253,1,280,3,3,0,1
254,SW60C80_00254,3,281,3,3,3,0
255,SW60C80_00255,1,282,2,2,1,0
256,SW60C80_00256,1,283,14,14,1,0
257,SW60C80_00257,1,284,3,3,1,0
258,SW60C80_00258,2,287,3,3,2,0
259,SW60C80_00259,5,288,4,5,0,5
260,SW60C80_00260,1,289,12,12,0,1
261,SW60C80_00261,1,290,5,5,1,0
262,SW60C80_00262,1,291,6,6,1,0
263,SW60C80_00263,1,293,6,6,1,0
264,SW60C80_00264,1,294,11,11,1,0
265,SW60C80_00265,1,295,9,9,0,1
266,SW60C80_00266,2,296,3,3,0,2
267,SW60C80_00267,1,297,9,9,0,1
268,SW60C80_00268,1,299,9,9,0,1
269,SW60C80_00269,4,300,3,3,2,2
270,SW60C80_00270,1,301,3,3,0,1
271,SW60C80_00271,1,302,15,15,0,1
272,SW60C80_00272,2,303,3,3,2,0
273,SW60C80_00273,1,304,12,12,0,1
274,SW60C80_00274,1,306,10,10,0,1
275,SW60C80_00275,1,307,15,15,0,1
276,SW60C80_00276,1,308,10,10,1,0
277,SW60C80_00277,7,310,9,12,0,7
278,SW60C80_00278,1,312,4,4,0,1
279,SW60C80_00279,1,314,27,27,0,1
280,SW60C80_00280,1,315,12,12,0,1
281,SW60C80_00281,1,317,7,7,0,1
282,SW60C80_00282,1,318,4,4,0,1
283,SW60C80_00283,1,319,20,20,1,0
284,SW60C80_00284,1,320,12,12,0,1
285,SW60C80_00285,1,322,4,4,1,0
286,SW60C80_00286,1,323,5,5,1,0
287,SW60C80_00287,3,324,3,3,0,3
288,SW60C80_00288,1,325,6,6,0,1
289,SW60C80_00289,1,326,7,7,1,0
290,SW60C80_00290,1,327,13,13,1,0
291,SW60C80_00291,1,328,3,3,1,0
292,SW60C80_00292,1,329,7,7,0,1
293,SW60C80_00293,1,330,8,8,1,0
294,SW60C80_00294,1,332,6,6,1,0
295,SW60C80_00295,1,333,8,8,0,1
296,SW60C80_00296,1,334,12,12,1,0
297,SW60C80_00297,1,335,4,4,0,1
298,SW60C80_00298,2,336,3,3,0,2
299,SW60C80_00299,2,337,3,3,2,0
300,SW60C80_00300,1,338,11,11,1,0
301,SW60C80_00301,1,339,19,19,0,1
302,SW60C80_00302,1,340,7,7,1,0
303,SW60C80_00303,1,341,5,5,1,0
304,SW60C80_00304,1,342,16,16,1,0
305,SW60C80_00305,1,343,4,4,0,1
306,SW60C80_00306,1,344,7,7,1,0
307,SW60C80_00307,2,345,5,6,2,0
308,SW60C80_00308,1,347,11,11,0,1
309,SW60C80_00309,2,348,11,11,2,0
310,SW60C80_00310,1,349,2,2,1,0
311,SW60C80_00311,1,350,3,3,0,1
312,SW60C80_00312,3,351,3,3,2,1
313,SW60C80_00313,1,352,3,3,1,0
314,SW60C80_00314,1,354,3,3,1,0
315,SW60C80_00315,2,355,11,11,0,2
316,SW60C80_00316,1,356,2,2,0,1
317,SW60C80_00317,1,357,4,4,1,0
318,SW60C80_00318,1,358,5,5,0,1
319,SW60C80_00319,1,359,4,4,0,1
320,SW60C80_00320,1,360,6,6,0,1
321,SW60C80_00321,1,361,18,18,1,0
322,SW60C80_00322,1,363,15,15,0,1
323,SW60C80_00323,1,364,13,13,0,1
324,SW60C80_00324,1,365,16,16,0,1
325,SW60C80_00325,1,366,6,6,1,0
326,SW60C80_00326,2,367,6,6,2,0
327,SW60C80_00327,4,368,4,6,0,4
328,SW60C80_00328,1,369,4,4,0,1
329,SW60C80_00329,4,371,3,3,4,0
330,SW60C80_00330,1,372,13,13,1,0
331,SW60C80_00331,2,373,3,3,2,0
332,SW60C80_00332,1,375,4,4,1,0
333,SW60C80_00333,4,377,5,6,1,3
334,SW60C80_00334,1,378,4,4,0,1
335,SW60C80_00335,1,379,12,12,0,1
336,SW60C80_00336,1,381,4,4,1,0
337,SW60C80_00337,6,382,3,5,6,0
338,SW60C80_00338,1,383,12,12,1,0
339,SW60C80_00339,1,384,23,23,0,1
340,SW60C80_00340,1,385,7,7,0,1
341,SW60C80_00341,1,386,9,9,1,0
342,SW60C80_00342,1,387,14,14,1,0
343,SW60C80_00343,7,389,3,3,0,7
344,SW60C80_00344,1,390,4,4,1,0
345,SW60C80_00345,1,391,8,8,0,1
346,SW60C80_00346,1,392,5,5,1,0
347,SW60C80_00347,1,393,6,6,1,0
348,SW60C80_00348,4,394,6,6,2,2
349,SW60C80_00349,1,395,11,11,0,1
350,SW60C80_00350,1,396,15,15,0,1
351,SW60C80_00351,1,398,2,2,1,0
352,SW60C80_00352,1,399,8,8,0,1
353,SW60C80_00353,1,400,11,11,0,1
354,SW60C80_00354,1,402,9,9,1,0
355,SW60C80_00355,1,403,6,6,1,0
356,SW60C80_00356,1,404,4,4,0,1
357,SW60C80_00357,1,405,4,4,0,1
358,SW60C80_00358,1,406,9,9,0,1
359,SW60C80_00359,1,407,11,11,1,0
360,SW60C80_00360,1,408,15,15,0,1
361,SW60C80_00361,1,409,4,4,1,0
362,SW60C80_00362,1,410,7,7,1,0
363,SW60C80_00363,1,411,2,2,0,1
364,SW60C80_00364,1,412,7,7,1,0
365,SW60C80_00365,1,413,16,16,0,1
366,SW60C80_00366,5,414,3,3,2,3
367,SW60C80_00367,1,415,17,17,1,0
368,SW60C80_00368,1,417,12,12,0,1
369,SW60C80_00369,1,419,4,4,1,0
370,SW60C80_00370,1,421,7,7,1,0
371,SW60C80_00371,1,422,14,14,0,1
372,SW60C80_00372,1,423,4,4,1,0
373,SW60C80_00373,1,424,15,15,0,1
374,SW60C80_00374,1,425,18,18,0,1
375,SW60C80_00375,2,426,7,8,0,2
376,SW60C80_00376,1,427,6,6,1,0
377,SW60C80_00377,2,428,4,5,2,0
378,SW60C80_00378,1,429,9,9,0,1
379,SW60C80_00379,1,430,7,7,1,0
380,SW60C80_00380,1,432,11,11,0,1
381,SW60C80_00381,1,433,5,5,0,1
382,SW60C80_00382,1,434,3,3,1,0
383,SW60C80_00383,1,435,5,5,0,1
384,SW60C80_00384,1,436,6,6,1,0
385,SW60C80_00385,1,437,5,5,1,0
386,SW60C80_00386,1,438,14,14,0,1
387,SW60C80_00387,1,439,13,13,0,1
388,SW60C80_00388,1,440,7,7,0,1
389,SW60C80_00389,1,446,3,3,1,0
390,SW60C80_00390,1,447,16,16,1,0
391,SW60C80_00391,1,449,9,9,1,0
392,SW60C80_00392,1,450,16,16,0,1
393,SW60C80_00393,1,452,5,5,1,0
394,SW60C80_00394,1,454,4,4,0,1
395,SW60C80_00395,6,456,3,3,1,5
396,SW60C80_00396,2,457,20,20,0,2
397,SW60C80_00397,1,458,6,6,1,0
398,SW60C80_00398,1,459,13,13,1,0
399,SW60C80_00399,1,460,2,2,1,0
400,SW60C80_00400,1,461,13,13,1,0
401,SW60C80_00401,1,462,3,3,0,1
402,SW60C80_00402,1,463,13,13,0,1
403,SW60C80_00403,1,464,13,13,1,0
404,SW60C80_00404,1,465,4,4,0,1
405,SW60C80_00405,1,466,9,9,1,0
406,SW60C80_00406,1,467,4,4,0,1
407,SW60C80_00407,1,468,7,7,1,0
408,SW60C80_00408,1,469,12,12,1,0
409,SW60C80_00409,1,470,12,12,0,1
410,SW60C80_00410,1,471,12,12,1,0
411,SW60C80_00411,1,473,5,5,1,0
412,SW60C80_00412,2,474,3,3,2,0
413,SW60C80_00413,1,475,4,4,1,0
414,SW60C80_00414,1,476,17,17,1,0
415,SW60C80_00415,1,477,8,8,1,0
416,SW60C80_00416,1,478,3,3,0,1
417,SW60C80_00417,1,479,19,19,1,0
418,SW60C80_00418,1,480,8,8,0,1
419,SW60C80_00419,1,481,3,3,0,1
420,SW60C80_00420,1,482,4,4,0,1
421,SW60C80_00421,1,483,10,10,0,1
422,SW60C80_00422,1,484,3,3,0,1
423,SW60C80_00423,1,486,7,7,1,0
424,SW60C80_00424,1,487,8,8,1,0
425,SW60C80_00425,1,488,49,49,0,1
426,SW60C80_00426,1,489,7,7,0,1
427,SW60C80_00427,1,490,12,12,0,1
428,SW60C80_00428,1,491,14,14,1,0
429,SW60C80_00429,2,492,4,5,0,2
430,SW60C80_00430,2,495,3,3,0,2
431,SW60C80_00431,1,496,2,2,0,1
432,SW60C80_00432,1,497,4,4,1,0
433,SW60C80_00433,1,498,13,13,0,1
434,SW60C80_00434,1,500,7,7,0,1
435,SW60C80_00435,1,501,3,3,0,1
436,SW60C80_00436,1,502,2,2,0,1
437,SW60C80_00437,1,503,4,4,1,0
438,SW60C80_00438,1,505,4,4,1,0
439,SW60C80_00439,1,506,4,4,1,0
440,SW60C80_00440,2,507,4,5,1,1
441,SW60C80_00441,2,508,4,4,2,0
442,SW60C80_00442,2,511,7,7,0,2
443,SW60C80_00443,1,512,7,7,0,1
444,SW60C80_00444,1,513,3,3,0,1
445,SW60C80_00445,2,514,3,3,2,0
446,SW60C80_00446,1,515,4,4,0,1
447,SW60C80_00447,1,516,8,8,1,0
448,SW60C80_00448,1,517,34,34,0,1
449,SW60C80_00449,1,518,7,7,1,0
450,SW60C80_00450,1,519,11,11,0,1
451,SW60C80_00451,1,520,10,10,1,0
452,SW60C80_00452,6,521,3,3,5,1
453,SW60C80_00453,1,522,12,12,1,0
454,SW60C80_00454,1,523,6,6,1,0
455,SW60C80_00455,1,524,6,6,1,0
456,SW60C80_00456,1,525,4,4,0,1
457,SW60C80_00457,1,526,28,28,0,1
458,SW60C80_00458,1,527,7,7,1,0
459,SW60C80_00459,1,528,10,10,1,0
460,SW60C80_00460,1,529,11,11,0,1
461,SW60C80_00461,1,530,3,3,0,1
462,SW60C80_00462,1,531,13,13,1,0
463,SW60C80_00463,1,532,10,10,0,1
464,SW60C80_00464,1,533,10,10,1,0
465,SW60C80_00465,1,534,14,14,1,0
466,SW60C80_00466,1,535,13,13,1,0
467,SW60C80_00467,1,538,4,4,0,1
468,SW60C80_00468,1,539,14,14,0,1
469,SW60C80_00469,1,541,8,8,0,1
470,SW60C80_00470,1,542,7,7,1,0
471,SW60C80_00471,1,543,5,5,0,1
472,SW60C80_00472,1,544,6,6,1,0
473,SW60C80_00473,1,545,16,16,0,1
474,SW60C80_00474,2,546,3,3,0,2
475,SW60C80_00475,1,548,4,4,0,1
476,SW60C80_00476,1,549,11,11,1,0
477,SW60C80_00477,1,551,6,6,1,0
478,SW60C80_00478,1,553,8,8,0,1
479,SW60C80_00479,1,554,18,18,0,1
480,SW60C80_00480,1,555,15,15,1,0
481,SW60C80_00481,1,556,12,12,0,1
482,SW60C80_00482,1,557,3,3,1,0
483,SW60C80_00483,1,559,6,6,1,0
484,SW60C80_00484,1,560,4,4,1,0
485,SW60C80_00485,1,561,7,7,1,0
486,SW60C80_00486,3,563,3,3,3,0
487,SW60C80_00487,1,564,8,8,1,0
488,SW60C80_00488,1,565,12,12,0,1
489,SW60C80_00489,1,566,12,12,0,1
490,SW60C80_00490,4,567,3,3,3,1
491,SW60C80_00491,2,568,5,5,0,2
492,SW60C80_00492,2,569,6,6,2,0
493,SW60C80_00493,1,570,17,17,1,0
494,SW60C80_00494,2,571,3,3,2,0
495,SW60C80_00495,1,575,14,14,1,0
496,SW60C80_00496,10,576,3,5,8,2
497,SW60C80_00497,1,577,3,3,1,0
498,SW60C80_00498,1,578,3,3,1,0
499,SW60C80_00499,1,579,4,4,1,0
500,SW60C80_00500,1,580,13,13,1,0
501,SW60C80_00501,2,581,4,5,2,0
502,SW60C80_00502,1,582,9,9,0,1
503,SW60C80_00503,1,583,10,10,0,1
504,SW60C80_00504,1,584,10,10,1,0
505,SW60C80_00505,5,586,3,3,0,5
506,SW60C80_00506,1,588,9,9,1,0
507,SW60C80_00507,1,589,4,4,1,0
508,SW60C80_00508,1,591,11,11,1,0
509,SW60C80_00509,1,592,5,5,1,0
510,SW60C80_00510,1,595,12,12,1,0
511,SW60C80_00511,1,596,17,17,1,0
512,SW60C80_00512,5,599,3,3,4,1
513,SW60C80_00513,1,600,4,4,0,1
514,SW60C80_00514,1,602,13,13,1,0
515,SW60C80_00515,2,604,3,3,2,0
516,SW60C80_00516,1,605,6,6,1,0
517,SW60C80_00517,1,607,2,2,1,0
518,SW60C80_00518,1,608,4,4,0,1
519,SW60C80_00519,1,609,6,6,1,0
520,SW60C80_00520,1,610,11,11,1,0
521,SW60C80_00521,1,611,9,9,1,0
522,SW60C80_00522,1,612,11,11,1,0
523,SW60C80_00523,1,613,7,7,1,0
524,SW60C80_00524,1,614,2,2,0,1
525,SW60C80_00525,3,615,5,5,1,2
526,SW60C80_00526,1,616,10,10,1,0
527,SW60C80_00527,1,617,15,15,1,0
528,SW60C80_00528,1,618,11,11,0,1
529,SW60C80_00529,1,619,28,28,0,1
530,SW60C80_00530,1,621,5,5,0,1
531,SW60C80_00531,4,622,4,5,0,4
532,SW60C80_00532,1,623,5,5,1,0
533,SW60C80_00533,1,624,11,11,1,0
534,SW60C80_00534,1,626,7,7,1,0
535,SW60C80_00535,1,627,6,6,1,0
536,SW60C80_00536,1,628,5,5,1,0
537,SW60C80_00537,1,629,7,7,1,0
538,SW60C80_00538,1,630,4,4,0,1
539,SW60C80_00539,2,631,8,10,0,2
540,SW60C80_00540,4,632,3,3,3,1
541,SW60C80_00541,1,633,14,14,1,0
542,SW60C80_00542,1,634,7,7,1,0
543,SW60C80_00543,1,636,19,19,1,0
544,SW60C80_00544,1,637,10,10,1,0
545,SW60C80_00545,1,639,6,6,1,0
546,SW60C80_00546,1,640,9,9,1,0
547,SW60C80_00547,2,642,5,5,0,2
548,SW60C80_00548,1,646,24,24,0,1
549,SW60C80_00549,1,647,10,10,1,0
550,SW60C80_00550,1,648,4,4,0,1
551,SW60C80_00551,7,649,6,7,0,7
552,SW60C80_00552,1,650,13,13,1,0
553,SW60C80_00553,2,651,3,3,2,0
554,SW60C80_00554,1,653,9,9,0,1
555,SW60C80_00555,1,654,16,16,1,0
556,SW60C80_00556,1,655,7,7,0,1
557,SW60C80_00557,1,656,9,9,0,1
558,SW60C80_00558,1,659,2,2,0,1
559,SW60C80_00559,1,661,20,20,1,0
560,SW60C80_00560,1,662,3,3,0,1
561,SW60C80_00561,1,664,10,10,1,0
562,SW60C80_00562,1,666,5,5,1,0
563,SW60C80_00563,1,667,11,11,1,0
564,SW60C80_00564,1,668,2,2,0,1
565,SW60C80_00565,1,669,11,11,0,1
566,SW60C80_00566,1,671,7,7,0,1
567,SW60C80_00567,2,672,5,5,2,0
568,SW60C80_00568,1,673,10,10,1,0
569,SW60C80_00569,1,674,6,6,0,1
570,SW60C80_00570,1,675,7,7,0,1
571,SW60C80_00571,2,676,3,3,1,1
572,SW60C80_00572,1,677,20,20,1,0
573,SW60C80_00573,1,678,4,4,0,1
574,SW60C80_00574,10,680,3,3,0,10
575,SW60C80_00575,1,681,10,10,0,1
576,SW60C80_00576,1,682,7,7,0,1
577,SW60C80_00577,1,683,11,11,1,0
578,SW60C80_00578,1,684,6,6,0,1
579,SW60C80_00579,1,685,6,6,0,1
580,SW60C80_00580,1,686,7,7,1,0
581,SW60C80_00581,1,687,4,4,0,1
582,SW60C80_00582,1,688,14,14,0,1
583,SW60C80_00583,1,690,11,11,1,0
584,SW60C80_00584,1,691,9,9,0,1
585,SW60C80_00585,1,695,5,5,1,0
586,SW60C80_00586,1,696,5,5,1,0
587,SW60C80_00587,2,697,3,3,0,2
588,SW60C80_00588,1,698,10,10,0,1
589,SW60C80_00589,1,699,3,3,0,1
590,SW60C80_00590,1,700,14,14,0,1
591,SW60C80_00591,1,701,12,12,1,0
592,SW60C80_00592,1,702,5,5,1,0
593,SW60C80_00593,2,703,3,3,2,0
594,SW60C80_00594,1,704,4,4,0,1
595,SW60C80_00595,1,705,8,8,1,0
596,SW60C80_00596,1,706,5,5,0,1
597,SW60C80_00597,1,709,18,18,1,0
598,SW60C80_00598,2,710,6,6,2,0
599,SW60C80_00599,1,713,11,11,1,0
600,SW60C80_00600,1,716,3,3,0,1
601,SW60C80_00601,1,717,6,6,0,1
602,SW60C80_00602,1,720,7,7,0,1
603,SW60C80_00603,1,721,21,21,0,1
604,SW60C80_00604,1,723,15,15,0,1
