group_index,group_id,size,first_index,minimum_length,maximum_length,negative_n,positive_n
167,SW60C80_00167,1,229,8,8,0,1
168,SW60C80_00168,1,230,5,5,0,1
169,SW60C80_00169,2,231,3,3,0,2
170,SW60C80_00170,1,232,2,2,0,1
171,SW60C80_00171,1,233,2,2,0,1
172,SW60C80_00172,1,235,7,7,0,1
173,SW60C80_00173,5,237,14,17,0,5
174,SW60C80_00174,1,238,7,7,0,1
175,SW60C80_00175,1,239,7,7,0,1
176,SW60C80_00176,1,240,6,6,0,1
177,SW60C80_00177,1,242,8,8,0,1
178,SW60C80_00178,3,243,8,11,0,3
179,SW60C80_00179,1,244,7,7,0,1
180,SW60C80_00180,2,245,9,11,0,2
181,SW60C80_00181,1,249,11,11,0,1
182,SW60C80_00182,1,250,7,7,0,1
183,SW60C80_00183,1,251,11,11,0,1
184,SW60C80_00184,1,252,8,8,0,1
185,SW60C80_00185,4,254,7,10,0,4
186,SW60C80_00186,1,258,2,2,0,1
187,SW60C80_00187,1,259,5,5,0,1
188,SW60C80_00188,1,260,8,8,0,1
189,SW60C80_00189,3,262,3,3,0,3
190,SW60C80_00190,1,264,2,2,0,1
191,SW60C80_00191,1,266,4,4,0,1
192,SW60C80_00192,1,268,6,6,0,1
193,SW60C80_00193,1,270,2,2,0,1
194,SW60C80_00194,3,271,6,7,0,3
195,SW60C80_00195,6,272,5,9,0,6
196,SW60C80_00196,2,274,3,3,0,2
197,SW60C80_00197,2,275,11,11,0,2
198,SW60C80_00198,1,276,9,9,0,1
199,SW60C80_00199,1,277,16,16,0,1
200,SW60C80_00200,1,278,4,4,0,1
201,SW60C80_00201,1,280,2,2,0,1
202,SW60C80_00202,1,284,7,7,0,1
203,SW60C80_00203,1,285,6,6,0,1
204,SW60C80_00204,1,286,2,2,0,1
205,SW60C80_00205,1,287,8,8,0,1
206,SW60C80_00206,2,288,7,7,0,2
207,SW60C80_00207,4,290,7,10,0,4
208,SW60C80_00208,1,294,4,4,0,1
209,SW60C80_00209,3,295,5,6,0,3
210,SW60C80_00210,1,296,4,4,0,1
211,SW60C80_00211,2,297,5,5,0,2
212,SW60C80_00212,1,298,4,4,0,1
213,SW60C80_00213,1,299,10,10,0,1
214,SW60C80_00214,1,300,2,2,0,1
215,SW60C80_00215,2,301,10,10,1,1
216,SW60C80_00216,1,304,11,11,0,1
217,SW60C80_00217,3,306,8,11,0,3
218,SW60C80_00218,1,307,5,5,0,1
219,SW60C80_00219,1,308,6,6,0,1
220,SW60C80_00220,2,309,3,3,0,2
221,SW60C80_00221,2,310,8,8,0,2
222,SW60C80_00222,1,311,3,3,0,1
223,SW60C80_00223,5,312,8,10,4,1
224,SW60C80_00224,1,313,7,7,0,1
225,SW60C80_00225,2,314,9,9,0,2
226,SW60C80_00226,1,316,5,5,0,1
227,SW60C80_00227,1,317,4,4,0,1
228,SW60C80_00228,1,319,2,2,0,1
229,SW60C80_00229,1,320,3,3,0,1
230,SW60C80_00230,1,323,12,12,0,1
231,SW60C80_00231,1,324,18,18,0,1
232,SW60C80_00232,2,325,19,20,0,2
233,SW60C80_00233,1,326,10,10,0,1
234,SW60C80_00234,1,328,3,3,0,1
235,SW60C80_00235,1,330,6,6,0,1
236,SW60C80_00236,2,331,7,8,0,2
237,SW60C80_00237,2,332,6,6,0,2
238,SW60C80_00238,1,333,4,4,0,1
239,SW60C80_00239,1,335,7,7,0,1
240,SW60C80_00240,1,336,4,4,0,1
241,SW60C80_00241,1,338,6,6,0,1
242,SW60C80_00242,1,339,5,5,0,1
243,SW60C80_00243,1,341,7,7,0,1
244,SW60C80_00244,1,342,7,7,0,1
245,SW60C80_00245,1,343,8,8,0,1
246,SW60C80_00246,1,345,7,7,0,1
247,SW60C80_00247,1,346,2,2,0,1
248,SW60C80_00248,1,349,3,3,0,1
249,SW60C80_00249,1,350,3,3,0,1
250,SW60C80_00250,1,351,4,4,0,1
251,SW60C80_00251,1,352,5,5,0,1
252,SW60C80_00252,1,353,5,5,0,1
253,SW60C80_00253,1,355,8,8,0,1
254,SW60C80_00254,1,356,4,4,0,1
255,SW60C80_00255,1,357,9,9,0,1
256,SW60C80_00256,3,359,4,5,0,3
257,SW60C80_00257,1,362,5,5,0,1
258,SW60C80_00258,1,363,5,5,0,1
259,SW60C80_00259,1,364,8,8,0,1
260,SW60C80_00260,2,367,3,3,0,2
261,SW60C80_00261,1,368,4,4,0,1
262,SW60C80_00262,1,371,11,11,0,1
263,SW60C80_00263,1,372,4,4,0,1
264,SW60C80_00264,1,374,6,6,0,1
265,SW60C80_00265,1,376,4,4,0,1
266,SW60C80_00266,3,378,6,10,0,3
267,SW60C80_00267,2,379,8,10,0,2
268,SW60C80_00268,1,380,7,7,0,1
269,SW60C80_00269,1,381,6,6,0,1
270,SW60C80_00270,2,383,8,9,0,2
271,SW60C80_00271,1,384,8,8,0,1
272,SW60C80_00272,1,387,10,10,0,1
273,SW60C80_00273,1,389,9,9,0,1
274,SW60C80_00274,1,390,4,4,0,1
275,SW60C80_00275,1,391,10,10,0,1
276,SW60C80_00276,1,394,11,11,0,1
277,SW60C80_00277,7,395,5,8,0,7
278,SW60C80_00278,1,396,7,7,0,1
279,SW60C80_00279,1,397,7,7,0,1
280,SW60C80_00280,1,399,3,3,0,1
281,SW60C80_00281,2,400,5,6,0,2
282,SW60C80_00282,1,401,4,4,0,1
283,SW60C80_00283,1,402,8,8,0,1
284,SW60C80_00284,1,404,6,6,0,1
285,SW60C80_00285,1,405,5,5,0,1
286,SW60C80_00286,2,406,6,7,0,2
287,SW60C80_00287,2,408,9,11,1,1
288,SW60C80_00288,1,409,11,11,0,1
289,SW60C80_00289,2,411,5,6,0,2
290,SW60C80_00290,1,413,8,8,0,1
291,SW60C80_00291,1,414,2,2,0,1
292,SW60C80_00292,1,415,11,11,0,1
293,SW60C80_00293,1,417,10,10,0,1
294,SW60C80_00294,3,418,3,3,0,3
295,SW60C80_00295,1,419,4,4,0,1
296,SW60C80_00296,1,422,11,11,0,1
297,SW60C80_00297,1,424,2,2,0,1
298,SW60C80_00298,1,425,4,4,0,1
299,SW60C80_00299,1,428,3,3,0,1
300,SW60C80_00300,1,429,2,2,0,1
301,SW60C80_00301,1,430,9,9,0,1
302,SW60C80_00302,3,433,10,12,0,3
303,SW60C80_00303,1,435,15,15,0,1
304,SW60C80_00304,1,436,12,12,0,1
305,SW60C80_00305,1,439,7,7,0,1
306,SW60C80_00306,2,440,10,13,0,2
307,SW60C80_00307,1,441,3,3,0,1
308,SW60C80_00308,1,442,14,14,0,1
309,SW60C80_00309,1,444,4,4,0,1
310,SW60C80_00310,2,445,4,5,0,2
311,SW60C80_00311,1,446,4,4,0,1
312,SW60C80_00312,1,447,4,4,0,1
313,SW60C80_00313,1,448,4,4,0,1
314,SW60C80_00314,1,450,12,12,0,1
315,SW60C80_00315,1,451,2,2,0,1
316,SW60C80_00316,1,452,12,12,0,1
317,SW60C80_00317,1,453,8,8,0,1
318,SW60C80_00318,1,454,11,11,0,1
319,SW60C80_00319,2,455,11,12,0,2
320,SW60C80_00320,1,456,2,2,0,1
321,SW60C80_00321,1,458,7,7,0,1
322,SW60C80_00322,1,460,4,4,0,1
323,SW60C80_00323,3,461,3,3,0,3
324,SW60C80_00324,1,463,2,2,0,1
325,SW60C80_00325,3,464,8,11,1,2
326,SW60C80_00326,1,465,4,4,0,1
327,SW60C80_00327,1,467,2,2,0,1
328,SW60C80_00328,1,471,4,4,0,1
329,SW60C80_00329,1,472,4,4,0,1
330,SW60C80_00330,2,473,5,6,0,2
331,SW60C80_00331,1,474,5,5,0,1
332,SW60C80_00332,1,475,3,3,0,1
333,SW60C80_00333,1,476,10,10,0,1
334,SW60C80_00334,1,477,10,10,0,1
335,SW60C80_00335,2,478,3,3,0,2
336,SW60C80_00336,1,480,2,2,0,1
337,SW60C80_00337,1,481,10,10,0,1
338,SW60C80_00338,1,483,6,6,0,1
339,SW60C80_00339,1,486,9,9,0,1
340,SW60C80_00340,1,488,7,7,0,1
341,SW60C80_00341,1,489,3,3,0,1
342,SW60C80_00342,1,490,10,10,0,1
343,SW60C80_00343,1,491,7,7,0,1
344,SW60C80_00344,1,492,6,6,0,1
345,SW60C80_00345,1,493,13,13,0,1
346,SW60C80_00346,1,494,14,14,0,1
347,SW60C80_00347,1,496,7,7,0,1
348,SW60C80_00348,1,503,4,4,0,1
349,SW60C80_00349,1,504,2,2,0,1
350,SW60C80_00350,1,505,6,6,0,1
351,SW60C80_00351,1,506,5,5,0,1
352,SW60C80_00352,1,507,11,11,0,1
353,SW60C80_00353,1,508,4,4,0,1
354,SW60C80_00354,1,511,3,3,0,1
355,SW60C80_00355,1,513,4,4,0,1
356,SW60C80_00356,1,515,14,14,0,1
357,SW60C80_00357,3,517,7,10,0,3
358,SW60C80_00358,1,518,9,9,0,1
359,SW60C80_00359,1,519,13,13,0,1
360,SW60C80_00360,2,520,7,8,0,2
361,SW60C80_00361,3,521,15,16,0,3
362,SW60C80_00362,1,522,4,4,0,1
363,SW60C80_00363,1,524,7,7,0,1
364,SW60C80_00364,1,526,4,4,0,1
365,SW60C80_00365,1,528,9,9,0,1
366,SW60C80_00366,1,529,14,14,0,1
367,SW60C80_00367,1,530,18,18,0,1
368,SW60C80_00368,1,534,7,7,0,1
369,SW60C80_00369,1,536,5,5,0,1
370,SW60C80_00370,2,537,6,7,0,2
371,SW60C80_00371,1,538,7,7,0,1
372,SW60C80_00372,1,539,8,8,0,1
373,SW60C80_00373,3,544,3,3,0,3
374,SW60C80_00374,1,545,13,13,0,1
375,SW60C80_00375,1,546,8,8,0,1
376,SW60C80_00376,1,547,10,10,0,1
377,SW60C80_00377,1,549,3,3,0,1
378,SW60C80_00378,1,550,8,8,0,1
379,SW60C80_00379,1,551,3,3,0,1
380,SW60C80_00380,1,553,3,3,0,1
381,SW60C80_00381,1,555,5,5,0,1
382,SW60C80_00382,1,559,6,6,0,1
383,SW60C80_00383,2,560,7,8,0,2
384,SW60C80_00384,2,562,9,11,0,2
385,SW60C80_00385,1,564,3,3,0,1
386,SW60C80_00386,1,567,12,12,0,1
387,SW60C80_00387,2,569,16,17,0,2
388,SW60C80_00388,1,570,2,2,0,1
389,SW60C80_00389,1,571,12,12,0,1
390,SW60C80_00390,2,573,5,6,0,2
391,SW60C80_00391,2,574,6,6,0,2
392,SW60C80_00392,1,575,3,3,0,1
393,SW60C80_00393,2,576,8,8,0,2
394,SW60C80_00394,1,582,8,8,0,1
395,SW60C80_00395,1,583,3,3,0,1
396,SW60C80_00396,1,584,16,16,0,1
397,SW60C80_00397,1,586,7,7,0,1
398,SW60C80_00398,1,588,10,10,0,1
399,SW60C80_00399,1,589,8,8,0,1
400,SW60C80_00400,1,591,7,7,0,1
401,SW60C80_00401,1,593,10,10,0,1
402,SW60C80_00402,1,595,5,5,0,1
403,SW60C80_00403,1,597,7,7,0,1
404,SW60C80_00404,1,599,7,7,0,1
405,SW60C80_00405,1,600,4,4,0,1
406,SW60C80_00406,1,601,3,3,0,1
407,SW60C80_00407,1,602,11,11,0,1
408,SW60C80_00408,1,603,2,2,0,1
409,SW60C80_00409,1,604,6,6,0,1
410,SW60C80_00410,1,605,9,9,0,1
411,SW60C80_00411,1,606,3,3,0,1
412,SW60C80_00412,1,607,4,4,0,1
413,SW60C80_00413,2,608,17,18,0,2
414,SW60C80_00414,1,611,4,4,0,1
415,SW60C80_00415,1,614,8,8,0,1
416,SW60C80_00416,1,616,13,13,0,1
417,SW60C80_00417,1,617,6,6,0,1
418,SW60C80_00418,1,618,10,10,0,1
419,SW60C80_00419,1,620,6,6,0,1
420,SW60C80_00420,1,621,13,13,0,1
421,SW60C80_00421,1,623,2,2,0,1
422,SW60C80_00422,1,627,4,4,0,1
423,SW60C80_00423,1,629,6,6,0,1
424,SW60C80_00424,1,631,5,5,0,1
425,SW60C80_00425,1,636,7,7,0,1
426,SW60C80_00426,2,637,8,8,0,2
427,SW60C80_00427,1,638,10,10,0,1
428,SW60C80_00428,2,639,8,9,0,2
429,SW60C80_00429,1,642,2,2,0,1
430,SW60C80_00430,1,643,6,6,0,1
431,SW60C80_00431,1,645,2,2,0,1
432,SW60C80_00432,1,647,5,5,0,1
433,SW60C80_00433,1,648,2,2,0,1
434,SW60C80_00434,1,649,12,12,0,1
435,SW60C80_00435,1,652,9,9,0,1
436,SW60C80_00436,1,653,5,5,0,1
437,SW60C80_00437,1,655,5,5,0,1
438,SW60C80_00438,1,658,9,9,0,1
439,SW60C80_00439,1,659,8,8,0,1
440,SW60C80_00440,1,660,5,5,0,1
441,SW60C80_00441,1,661,2,2,0,1
442,SW60C80_00442,2,663,5,5,0,2
443,SW60C80_00443,1,664,10,10,0,1
444,SW60C80_00444,2,666,3,3,0,2
445,SW60C80_00445,1,667,6,6,0,1
446,SW60C80_00446,1,668,8,8,0,1
447,SW60C80_00447,1,672,6,6,0,1
448,SW60C80_00448,2,675,3,3,0,2
449,SW60C80_00449,1,676,4,4,0,1
450,SW60C80_00450,1,677,5,5,0,1
451,SW60C80_00451,1,679,2,2,0,1
452,SW60C80_00452,1,682,6,6,0,1
453,SW60C80_00453,1,683,6,6,0,1
454,SW60C80_00454,1,684,2,2,0,1
455,SW60C80_00455,1,685,11,11,0,1
456,SW60C80_00456,1,687,14,14,0,1
457,SW60C80_00457,2,688,5,6,0,2
458,SW60C80_00458,4,690,4,5,0,4
459,SW60C80_00459,1,691,4,4,0,1
460,SW60C80_00460,1,694,8,8,0,1
461,SW60C80_00461,4,696,8,10,0,4
462,SW60C80_00462,1,698,5,5,0,1
463,SW60C80_00463,1,701,2,2,0,1
464,SW60C80_00464,1,702,2,2,0,1
465,SW60C80_00465,2,704,5,6,0,2
466,SW60C80_00466,1,705,11,11,0,1
467,SW60C80_00467,1,706,11,11,0,1
468,SW60C80_00468,1,707,5,5,0,1
469,SW60C80_00469,1,709,6,6,0,1
470,SW60C80_00470,3,710,5,7,0,3
471,SW60C80_00471,1,714,5,5,0,1
472,SW60C80_00472,1,716,8,8,0,1
473,SW60C80_00473,1,717,12,12,0,1
474,SW60C80_00474,1,723,12,12,0,1
475,SW60C80_00475,1,724,3,3,0,1
476,SW60C80_00476,1,731,2,2,0,1
477,SW60C80_00477,1,733,14,14,0,1
478,SW60C80_00478,2,736,4,4,0,2
479,SW60C80_00479,2,738,3,3,0,2
480,SW60C80_00480,2,743,7,10,0,2
481,SW60C80_00481,1,745,5,5,0,1
482,SW60C80_00482,2,746,11,12,0,2
483,SW60C80_00483,1,748,9,9,0,1
484,SW60C80_00484,1,753,16,16,0,1
485,SW60C80_00485,1,756,6,6,0,1
486,SW60C80_00486,1,757,4,4,0,1
487,SW60C80_00487,1,760,4,4,0,1
488,SW60C80_00488,1,762,5,5,0,1
489,SW60C80_00489,1,769,4,4,0,1
490,SW60C80_00490,1,770,7,7,0,1
491,SW60C80_00491,1,771,5,5,0,1
492,SW60C80_00492,1,773,9,9,0,1
493,SW60C80_00493,1,774,7,7,0,1
494,SW60C80_00494,1,775,2,2,0,1
495,SW60C80_00495,1,777,9,9,0,1
496,SW60C80_00496,1,778,6,6,0,1
497,SW60C80_00497,1,779,4,4,0,1
498,SW60C80_00498,1,784,8,8,0,1
499,SW60C80_00499,1,785,6,6,0,1
500,SW60C80_00500,1,788,4,4,0,1
501,SW60C80_00501,1,790,13,13,0,1
502,SW60C80_00502,1,791,4,4,0,1
503,SW60C80_00503,4,793,4,5,0,4
504,SW60C80_00504,1,795,10,10,0,1
505,SW60C80_00505,1,796,8,8,0,1
506,SW60C80_00506,1,797,7,7,0,1
507,SW60C80_00507,1,798,6,6,0,1
508,SW60C80_00508,1,801,4,4,0,1
509,SW60C80_00509,1,802,5,5,0,1
510,SW60C80_00510,1,803,5,5,0,1
511,SW60C80_00511,1,806,6,6,0,1
512,SW60C80_00512,1,809,13,13,0,1
513,SW60C80_00513,1,810,7,7,0,1
514,SW60C80_00514,1,811,4,4,0,1
515,SW60C80_00515,1,812,11,11,0,1
516,SW60C80_00516,2,813,5,6,0,2
517,SW60C80_00517,1,814,12,12,0,1
518,SW60C80_00518,1,818,2,2,0,1
519,SW60C80_00519,1,820,6,6,0,1
520,SW60C80_00520,2,821,8,10,0,2
521,SW60C80_00521,1,828,10,10,0,1
522,SW60C80_00522,1,830,6,6,0,1
523,SW60C80_00523,1,834,5,5,0,1
524,SW60C80_00524,1,835,4,4,0,1
525,SW60C80_00525,1,837,5,5,0,1
526,SW60C80_00526,2,839,14,15,0,2
527,SW60C80_00527,1,841,6,6,0,1
528,SW60C80_00528,1,842,8,8,0,1
529,SW60C80_00529,1,845,4,4,0,1
530,SW60C80_00530,1,847,7,7,0,1
531,SW60C80_00531,1,849,13,13,0,1
532,SW60C80_00532,1,851,14,14,0,1
533,SW60C80_00533,2,852,6,6,0,2
534,SW60C80_00534,1,853,2,2,0,1
535,SW60C80_00535,1,855,11,11,0,1
536,SW60C80_00536,1,857,6,6,0,1
537,SW60C80_00537,1,860,7,7,0,1
538,SW60C80_00538,1,861,5,5,0,1
539,SW60C80_00539,1,862,7,7,0,1
540,SW60C80_00540,1,863,10,10,0,1
541,SW60C80_00541,1,865,2,2,0,1
542,SW60C80_00542,1,867,5,5,0,1
543,SW60C80_00543,3,869,8,8,0,3
544,SW60C80_00544,1,870,3,3,0,1
545,SW60C80_00545,1,872,4,4,0,1
546,SW60C80_00546,1,873,13,13,0,1
547,SW60C80_00547,1,874,5,5,0,1
548,SW60C80_00548,1,877,10,10,0,1
549,SW60C80_00549,1,880,11,11,0,1
550,SW60C80_00550,1,882,4,4,0,1
551,SW60C80_00551,1,883,14,14,0,1
552,SW60C80_00552,1,886,14,14,0,1
553,SW60C80_00553,1,887,7,7,0,1
554,SW60C80_00554,1,889,2,2,0,1
555,SW60C80_00555,2,890,3,3,0,2
556,SW60C80_00556,1,894,3,3,0,1
557,SW60C80_00557,1,899,2,2,0,1
558,SW60C80_00558,1,900,8,8,0,1
559,SW60C80_00559,1,901,2,2,0,1
560,SW60C80_00560,1,902,2,2,0,1
561,SW60C80_00561,1,903,4,4,0,1
562,SW60C80_00562,1,904,11,11,0,1
563,SW60C80_00563,1,905,4,4,0,1
564,SW60C80_00564,1,909,4,4,0,1
565,SW60C80_00565,1,910,3,3,0,1
566,SW60C80_00566,1,913,4,4,0,1
567,SW60C80_00567,1,915,7,7,0,1
568,SW60C80_00568,1,916,4,4,0,1
569,SW60C80_00569,1,919,11,11,0,1
570,SW60C80_00570,1,921,11,11,0,1
571,SW60C80_00571,1,922,13,13,0,1
572,SW60C80_00572,1,923,7,7,0,1
573,SW60C80_00573,1,925,4,4,0,1
574,SW60C80_00574,1,926,9,9,0,1
575,SW60C80_00575,1,928,9,9,0,1
576,SW60C80_00576,1,929,12,12,0,1
577,SW60C80_00577,1,930,8,8,0,1
578,SW60C80_00578,2,931,9,11,0,2
579,SW60C80_00579,1,933,3,3,0,1
580,SW60C80_00580,1,937,12,12,0,1
581,SW60C80_00581,2,939,9,9,0,2
582,SW60C80_00582,1,942,4,4,0,1
583,SW60C80_00583,1,943,2,2,0,1
584,SW60C80_00584,1,944,11,11,0,1
585,SW60C80_00585,2,945,6,6,0,2
586,SW60C80_00586,1,946,6,6,0,1
587,SW60C80_00587,1,947,2,2,0,1
588,SW60C80_00588,3,953,7,11,2,1
589,SW60C80_00589,1,956,10,10,0,1
590,SW60C80_00590,1,958,3,3,0,1
591,SW60C80_00591,1,959,7,7,0,1
592,SW60C80_00592,1,960,7,7,0,1
593,SW60C80_00593,1,961,3,3,0,1
594,SW60C80_00594,2,966,8,9,0,2
595,SW60C80_00595,1,967,2,2,0,1
596,SW60C80_00596,1,968,12,12,0,1
597,SW60C80_00597,1,969,5,5,0,1
598,SW60C80_00598,1,972,10,10,0,1
599,SW60C80_00599,1,973,5,5,0,1
600,SW60C80_00600,1,974,15,15,0,1
601,SW60C80_00601,2,975,5,6,0,2
602,SW60C80_00602,1,976,15,15,0,1
603,SW60C80_00603,1,977,8,8,0,1
604,SW60C80_00604,1,983,9,9,0,1
